1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.245754 tty_draw_line: px=0 py=33 nx=210 atx=0 aty=33
1748536366.245756 tty_draw_line: defaults: fg=8, bg=8
1748536366.245757 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245759 tty_clear_line: /dev/ttys001, 210 at 0,33
1748536366.245761 /dev/ttys001: \r
1748536366.245762 /dev/ttys001: \n
1748536366.245764 /dev/ttys001: \033[K
1748536366.245766 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,34 at 0,34, width 210
1748536366.245768 tty_draw_line: px=0 py=34 nx=210 atx=0 aty=34
1748536366.245769 tty_draw_line: defaults: fg=8, bg=8
1748536366.245771 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245773 tty_clear_line: /dev/ttys001, 210 at 0,34
1748536366.245774 /dev/ttys001: \r
1748536366.245776 /dev/ttys001: \n
1748536366.245777 /dev/ttys001: \033[K
1748536366.245779 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,35 at 0,35, width 210
1748536366.245781 tty_draw_line: px=0 py=35 nx=210 atx=0 aty=35
1748536366.245783 tty_draw_line: defaults: fg=8, bg=8
1748536366.245784 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245786 tty_clear_line: /dev/ttys001, 210 at 0,35
1748536366.245789 /dev/ttys001: \r
1748536366.245790 /dev/ttys001: \n
1748536366.245793 /dev/ttys001: \033[K
1748536366.245795 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,36 at 0,36, width 210
1748536366.245796 tty_draw_line: px=0 py=36 nx=210 atx=0 aty=36
1748536366.245798 tty_draw_line: defaults: fg=8, bg=8
1748536366.245800 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245802 tty_clear_line: /dev/ttys001, 210 at 0,36
1748536366.245803 /dev/ttys001: \r
1748536366.245805 /dev/ttys001: \n
1748536366.245807 /dev/ttys001: \033[K
1748536366.245808 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,37 at 0,37, width 210
1748536366.245810 tty_draw_line: px=0 py=37 nx=210 atx=0 aty=37
1748536366.245812 tty_draw_line: defaults: fg=8, bg=8
1748536366.245813 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245815 tty_clear_line: /dev/ttys001, 210 at 0,37
1748536366.245817 /dev/ttys001: \r
1748536366.245818 /dev/ttys001: \n
1748536366.245820 /dev/ttys001: \033[K
1748536366.245822 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,38 at 0,38, width 210
1748536366.245824 tty_draw_line: px=0 py=38 nx=210 atx=0 aty=38
1748536366.245825 tty_draw_line: defaults: fg=8, bg=8
1748536366.245827 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245829 tty_clear_line: /dev/ttys001, 210 at 0,38
1748536366.245830 /dev/ttys001: \r
1748536366.245834 /dev/ttys001: \n
1748536366.245836 /dev/ttys001: \033[K
1748536366.245838 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,39 at 0,39, width 210
1748536366.245839 tty_draw_line: px=0 py=39 nx=210 atx=0 aty=39
1748536366.245841 tty_draw_line: defaults: fg=8, bg=8
1748536366.245843 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245844 tty_clear_line: /dev/ttys001, 210 at 0,39
1748536366.245846 /dev/ttys001: \r
1748536366.245848 /dev/ttys001: \n
1748536366.245849 /dev/ttys001: \033[K
1748536366.245851 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,40 at 0,40, width 210
1748536366.245853 tty_draw_line: px=0 py=40 nx=210 atx=0 aty=40
1748536366.245854 tty_draw_line: defaults: fg=8, bg=8
1748536366.245856 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245858 tty_clear_line: /dev/ttys001, 210 at 0,40
1748536366.245859 /dev/ttys001: \r
1748536366.245861 /dev/ttys001: \n
1748536366.245863 /dev/ttys001: \033[K
1748536366.245864 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,41 at 0,41, width 210
1748536366.245866 tty_draw_line: px=0 py=41 nx=210 atx=0 aty=41
1748536366.245868 tty_draw_line: defaults: fg=8, bg=8
1748536366.245870 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245871 tty_clear_line: /dev/ttys001, 210 at 0,41
1748536366.245873 /dev/ttys001: \r
1748536366.245874 /dev/ttys001: \n
1748536366.245876 /dev/ttys001: \033[K
1748536366.245878 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,42 at 0,42, width 210
1748536366.245880 tty_draw_line: px=0 py=42 nx=210 atx=0 aty=42
1748536366.245881 tty_draw_line: defaults: fg=8, bg=8
1748536366.245883 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245885 tty_clear_line: /dev/ttys001, 210 at 0,42
1748536366.245886 /dev/ttys001: \r
1748536366.245888 /dev/ttys001: \n
1748536366.245889 /dev/ttys001: \033[K
1748536366.245891 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,43 at 0,43, width 210
1748536366.245893 tty_draw_line: px=0 py=43 nx=210 atx=0 aty=43
1748536366.245895 tty_draw_line: defaults: fg=8, bg=8
1748536366.245896 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245898 tty_clear_line: /dev/ttys001, 210 at 0,43
1748536366.245900 /dev/ttys001: \r
1748536366.245901 /dev/ttys001: \n
1748536366.245903 /dev/ttys001: \033[K
1748536366.245905 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,44 at 0,44, width 210
1748536366.245906 tty_draw_line: px=0 py=44 nx=210 atx=0 aty=44
1748536366.245908 tty_draw_line: defaults: fg=8, bg=8
1748536366.245910 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245911 tty_clear_line: /dev/ttys001, 210 at 0,44
1748536366.245913 /dev/ttys001: \r
1748536366.245915 /dev/ttys001: \n
1748536366.245916 /dev/ttys001: \033[K
1748536366.245918 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,45 at 0,45, width 210
1748536366.245920 tty_draw_line: px=0 py=45 nx=210 atx=0 aty=45
1748536366.245921 tty_draw_line: defaults: fg=8, bg=8
1748536366.245923 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245925 tty_clear_line: /dev/ttys001, 210 at 0,45
1748536366.245926 /dev/ttys001: \r
1748536366.245928 /dev/ttys001: \n
1748536366.245930 /dev/ttys001: \033[K
1748536366.245931 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,46 at 0,46, width 210
1748536366.245933 tty_draw_line: px=0 py=46 nx=210 atx=0 aty=46
1748536366.245935 tty_draw_line: defaults: fg=8, bg=8
1748536366.245937 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245938 tty_clear_line: /dev/ttys001, 210 at 0,46
1748536366.245940 /dev/ttys001: \r
1748536366.245941 /dev/ttys001: \n
1748536366.245943 /dev/ttys001: \033[K
1748536366.245945 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,47 at 0,47, width 210
1748536366.245947 tty_draw_line: px=0 py=47 nx=210 atx=0 aty=47
1748536366.245948 tty_draw_line: defaults: fg=8, bg=8
1748536366.245950 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245952 tty_clear_line: /dev/ttys001, 210 at 0,47
1748536366.245953 /dev/ttys001: \r
1748536366.245955 /dev/ttys001: \n
1748536366.245957 /dev/ttys001: \033[K
1748536366.245958 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,48 at 0,48, width 210
1748536366.245962 tty_draw_line: px=0 py=48 nx=210 atx=0 aty=48
1748536366.245964 tty_draw_line: defaults: fg=8, bg=8
1748536366.245966 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245968 tty_clear_line: /dev/ttys001, 210 at 0,48
1748536366.245969 /dev/ttys001: \r
1748536366.245971 /dev/ttys001: \n
1748536366.245972 /dev/ttys001: \033[K
1748536366.245974 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,49 at 0,49, width 210
1748536366.245976 tty_draw_line: px=0 py=49 nx=210 atx=0 aty=49
1748536366.245978 tty_draw_line: defaults: fg=8, bg=8
1748536366.245979 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245981 tty_clear_line: /dev/ttys001, 210 at 0,49
1748536366.245983 /dev/ttys001: \r
1748536366.245984 /dev/ttys001: \n
1748536366.245986 /dev/ttys001: \033[K
1748536366.245988 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,50 at 0,50, width 210
1748536366.245989 tty_draw_line: px=0 py=50 nx=210 atx=0 aty=50
1748536366.245991 tty_draw_line: defaults: fg=8, bg=8
1748536366.245993 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245994 tty_clear_line: /dev/ttys001, 210 at 0,50
1748536366.245996 /dev/ttys001: \r
1748536366.245998 /dev/ttys001: \n
1748536366.245999 /dev/ttys001: \033[K
1748536366.246001 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,51 at 0,51, width 210
1748536366.246003 tty_draw_line: px=0 py=51 nx=210 atx=0 aty=51
1748536366.246004 tty_draw_line: defaults: fg=8, bg=8
1748536366.246007 tty_draw_line: 210 to end of line (0 cleared)
1748536366.246008 tty_clear_line: /dev/ttys001, 210 at 0,51
1748536366.246010 /dev/ttys001: \r
1748536366.246011 /dev/ttys001: \n
1748536366.246013 /dev/ttys001: \033[K
1748536366.246015 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,52 at 0,52, width 210
1748536366.246017 tty_draw_line: px=0 py=52 nx=210 atx=0 aty=52
1748536366.246018 tty_draw_line: defaults: fg=8, bg=8
1748536366.246020 tty_draw_line: 210 to end of line (0 cleared)
1748536366.246022 tty_clear_line: /dev/ttys001, 210 at 0,52
1748536366.246023 /dev/ttys001: \r
1748536366.246025 /dev/ttys001: \n
1748536366.246026 /dev/ttys001: \033[K
1748536366.246028 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,53 at 0,53, width 210
1748536366.246030 tty_draw_line: px=0 py=53 nx=210 atx=0 aty=53
1748536366.246032 tty_draw_line: defaults: fg=8, bg=8
1748536366.246033 tty_draw_line: 210 to end of line (0 cleared)
1748536366.246035 tty_clear_line: /dev/ttys001, 210 at 0,53
1748536366.246037 /dev/ttys001: \r
1748536366.246038 /dev/ttys001: \n
1748536366.246040 /dev/ttys001: \033[K
1748536366.246042 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,54 at 0,54, width 210
1748536366.246044 tty_draw_line: px=0 py=54 nx=210 atx=0 aty=54
1748536366.246045 tty_draw_line: defaults: fg=8, bg=8
1748536366.246047 tty_draw_line: 210 to end of line (0 cleared)
1748536366.246049 tty_clear_line: /dev/ttys001, 210 at 0,54
1748536366.246050 /dev/ttys001: \r
1748536366.246052 /dev/ttys001: \n
1748536366.246053 /dev/ttys001: \033[K
1748536366.246055 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,55 at 0,55, width 210
1748536366.246057 tty_draw_line: px=0 py=55 nx=210 atx=0 aty=55
1748536366.246059 tty_draw_line: defaults: fg=8, bg=8
1748536366.246060 tty_draw_line: 210 to end of line (0 cleared)
1748536366.246062 tty_clear_line: /dev/ttys001, 210 at 0,55
1748536366.246064 /dev/ttys001: \r
1748536366.246065 /dev/ttys001: \n
1748536366.246067 /dev/ttys001: \033[K
1748536366.246068 /dev/ttys001: redrawing status
1748536366.246070 screen_redraw_draw_status: /dev/ttys001 @0
1748536366.246072 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=56
1748536366.246074 tty_draw_line: defaults: fg=8, bg=8
1748536366.246077 /dev/ttys001: \033[30m
1748536366.246079 /dev/ttys001: \033[42m
1748536366.246081 /dev/ttys001: \r
1748536366.246083 /dev/ttys001: \n
1748536366.246085 /dev/ttys001: [0] 0:zsh*                                                                                                                                                                                   "Mac" 12:32 29-May-25
1748536366.246087 /dev/ttys001: \033(B\033[m
1748536366.246092 /dev/ttys001: \033[?12l\033[?25h
1748536366.246094 /dev/ttys001: current mode WRAP
1748536366.246096 /dev/ttys001: setting mode CURSOR,WRAP
1748536366.246097 /dev/ttys001: redraw added 524 bytes
1748536366.246099 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1748536366.246101 server_client_reset_state: cursor to 0,0
1748536366.246103 /dev/ttys001: \033[1;1H
1748536366.246105 server_client_check_pane_buffer: pane %0 is on
1748536366.246107 @0 active pane not changed
1748536366.246114 /dev/ttys001: wrote 530 bytes (of 530)
1748536366.246116 /dev/ttys001: waiting for redraw, 0 bytes left
1748536366.246118 redraw timer fired
1748536366.246120 cmdq_next <global>: empty
1748536366.246121 cmdq_next </dev/ttys001>: empty
1748536366.246123 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1748536366.246125 server_client_reset_state: cursor to 0,0
1748536366.246127 server_client_check_pane_buffer: pane %0 is on
1748536366.246129 @0 active pane not changed
1748536366.427591 %0 has 234 bytes
1748536366.427606 @0 alerts timer reset 0
1748536366.427610 screen_write_start_pane: size 210x56, pane %0 (at 0,0)
1748536366.427615 input_parse_buffer: %0 ground, 234 bytes: \033[1m\033[7m%\033[27m\033[1m\033[0m                                                                                                                                                                                                                 \r \r
1748536366.427619 input_csi_dispatch: 'm' "" "1"
1748536366.427621 parameter 0: number 1
1748536366.427624 input_csi_dispatch: 'm' "" "7"
1748536366.427626 parameter 0: number 7
1748536366.427629 screen_write_collect_end: 1 % (at 0,0)
1748536366.427632 input_csi_dispatch: 'm' "" "27"
1748536366.427634 parameter 0: number 27
1748536366.427636 input_csi_dispatch: 'm' "" "1"
1748536366.427638 parameter 0: number 1
1748536366.427639 input_csi_dispatch: 'm' "" "0"
1748536366.427641 parameter 0: number 0
1748536366.427645 screen_write_collect_trim: 0x123e19080 0-0 before 1-209
1748536366.427648 screen_write_collect_end: 209                                                                                                                                                                                                                   (at 1,0)
1748536366.427650 input_c0_dispatch: '\r'
1748536366.427653 screen_write_collect_trim: 0x123e19080 0-0 inside 0-0
1748536366.427654 screen_write_collect_trim: 0x123e11ae0 1-209 after 0-0
1748536366.427656 screen_write_collect_end: 1   (at 0,0)
1748536366.427658 input_c0_dispatch: '\r'
1748536366.427663 /dev/ttys001:  
1748536366.427666 /dev/ttys001:                                                                                                                                                                                                                  
1748536366.427668 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1748536366.427671 cmdq_next <global>: empty
1748536366.427674 cmdq_next </dev/ttys001>: empty
1748536366.427677 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1748536366.427679 server_client_reset_state: cursor to 0,0
1748536366.427682 /dev/ttys001: \033[1;1H
1748536366.427685 server_client_check_pane_buffer: %0 has 234 minimum (of 234) bytes used
1748536366.427687 server_client_check_pane_buffer: pane %0 is on
1748536366.427690 @0 active pane changed
1748536366.427692 @0 name timer queued (312677 left)
1748536366.427701 /dev/ttys001: wrote 216 bytes (of 216)
1748536366.427703 cmdq_next <global>: empty
1748536366.427705 cmdq_next </dev/ttys001>: empty
1748536366.427708 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1748536366.427710 server_client_reset_state: cursor to 0,0
1748536366.427712 server_client_check_pane_buffer: pane %0 is on
1748536366.427714 @0 active pane changed
1748536366.427717 @0 name timer already queued (312652 left)
1748536366.438577 cmdq_next <global>: empty
1748536366.438583 cmdq_next </dev/ttys001>: empty
1748536366.438586 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1748536366.438597 server_client_reset_state: cursor to 0,0
1748536366.438599 server_client_check_pane_buffer: pane %0 is on
1748536366.438602 @0 active pane changed
1748536366.438604 @0 name timer already queued (301764 left)
1748536366.613861 %0 has 1024 bytes
1748536366.613872 @0 alerts timer reset 0
1748536366.613876 screen_write_start_pane: size 210x56, pane %0 (at 0,0)
1748536366.613883 input_parse_buffer: %0 ground, 1024 bytes: \r\033[0m\033[27m\033[24m\033[J\033[0m\033[49m\033[39m\r\n\033M\033[0m\033[49m\033[38;5;31m\033[1m\033[38;5;31m\033[38;5;39m~\033[0m\033[38;5;39m\033[49m\033[38;5;31m/repos/\033[1m\033[38;5;31m\033[38;5;39mtransit-server\033[0m\033[38;5;39m\033[49m\033[38;5;31m\033[0m\033[38;5;31m\033[49m\033[38;5;31m\033[0m\033[38;5;31m\033[49m \033[0m\033[38;5;31m\033[49m\033[38;5;76m\033[38;5;76mmain \033[38;5;39m?2\033[0m\033[38;5;39m\033[49m\033[38;5;76m\033[0m\033[38;5;76m\033[49m\033[30m \033[0m\033[30m\033[49m\033[39m\033[38;5;244m\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\033[0m\033[38;5;244m\033[49m\033[30m \033[0m\033[30m\033[49m\033[38;5;66m12:32:46 PM\033[0m\033[38;5;66m\033[49m\033[38;5;66m\033[0m\033[38;5;66m\033[49m\033[38;5;66m\033[0m\033[38;5;66m\033[49m\033[39m\r\n\033[0m\033[49m
